w_loss_weight1,w_loss_weight2,learning_rate,weight_decay,hidden_size,target
0.010054899912325546,0.1551196348632831,0.000860162246721079,2.3208030173540175e-05,10.08511002351287,0.9444643296301365
0.17586914898066291,0.20044838763072156,0.0005931301056888355,5.849350606030213e-05,8.46169297384399,0.8982187435030937
0.10813707987112836,0.4314963694676538,0.0008426097501983798,1.2464883387813356e-05,10.095972572016475,1e-06
0.2781711176539608,0.0773857305257122,0.0007086524011835635,2.7829134017639096e-05,11.352337550892011,1e-06
0.16044360551643658,0.3423148555212708,0.0009841307878596986,8.887502370664345e-05,12.003722843377684,1e-06
0.028746295951783532,0.09151860139099306,0.0005425221056848889,8.903282530864719e-05,12.473033317519237,0.9505179673433304
0.46978697447224094,0.2659193367870482,0.000710553812502526,7.226894025554261e-05,8.49173416916525,1e-06
0.410620322510739,0.018778373125212067,0.0008432504638407919,7.751298834504708e-05,9.577578155030315,1e-06
0.1446131161909145,0.3888540776567145,0.0008740828271899197,1.9290340591987786e-05,12.944305444532475,1e-06
0.15093479121936615,0.1481321625214474,0.0009542977515465479,2.1702571490644992e-05,10.239467630879526,1e-06
0.11158149568002833,0.1374623964986686,0.0008394177664699455,5.424158433523045e-05,8.096834789351485,0.9529513381421566
0.08042971595478886,0.29286665771357645,0.0007870588027460066,7.297825240188381e-05,8.266812725585401,0.9228037521243095
0.34331207570931765,0.20880604937291328,0.0007070279939097842,1.4495811305147845e-05,8.51167214413913,1e-06
0.2571467737879881,0.4634054828755904,0.0008318973226098944,6.278995364517937e-05,10.679482029577558,1e-06
0.0768526466803641,0.3975478185805714,0.0005687373520731187,4.579091532869802e-05,12.517009576439417,0.9449411407113075
0.17692761267784315,0.37038980950535466,0.0009637542901980169,7.533981868154063e-05,8.826770985584664,1e-06
0.37045236833312184,0.1774712041493644,0.0008118361035278044,3.429351025885235e-05,12.416530456029049,1e-06
0.4731232226312251,0.3284519189528551,0.0007140455949356475,6.595261481882097e-05,12.479431090980334,1e-06
0.22595782407037146,0.28762701490582326,0.0009747446293535357,4.6732312248515305e-05,8.573729864766875,1e-06
0.2853661536026972,0.011377756974956306,0.0009516897602811269,6.554304222586516e-05,9.18513490121514,1e-06
0.4352522076691718,0.1814894848011999,0.0007635290511288047,9.176816358278193e-05,9.633224508860481,1e-06
0.4561298721970054,0.3416305204081235,0.0005079106214232782,9.975905654063325e-05,11.116800578959014,1e-06
0.4576458222578385,0.34447271751515207,0.0005685678748144388,1.5940015544985624e-05,8.861702541726643,1e-06
0.453051777062312,0.3515318841416664,0.0008769380942306232,2.1184386577494824e-05,11.777315263012332,1e-06
0.02358711424998141,0.12818131244946201,0.0005131054934388597,8.740251538145992e-05,8.099400669198978,0.8539111316204071
0.4141748283326107,0.06960319125755735,0.000776410989342883,3.512653111100256e-05,10.694155321708264,1e-06
0.2792945052427408,0.01895069889901265,0.0009847978741598373,8.205694054125548e-05,10.92879635729144,1e-06
0.19617310915080244,0.42450009018852575,0.0009035525978093896,7.724094784634662e-05,9.164871369205102,1e-06
0.038760490965861594,0.06824485875555393,0.0005682276128303425,1.4009669069028556e-05,10.781201169952094,0.9404133558273315
0.3522347105836848,0.2786641513859884,0.0006128546693039273,1.1130038214320428e-05,8.537470645530465,1e-06
0.2826882217215722,0.10758075263727541,0.000983638165000136,3.270931701132911e-05,8.359871398447433,1e-06
0.2890522850911637,0.4756095947623899,0.0005977147405546594,8.621459213410318e-05,11.719129270375465,1e-06
0.3075787448230623,0.40791083178408577,0.000746884857134365,2.4111225518147586e-05,9.19923879573793,1e-06
0.24344565324977527,0.30103814159359854,0.0005350110718596112,6.119662933778333e-05,8.092881010887048,1e-06
0.2882777052379825,0.1924677628593042,0.0009943080772062244,5.958533972061072e-05,9.586812046610804,1e-06
0.1371613876781485,0.04184072052565196,0.0008346164467265923,4.3307577812269565e-05,11.72667215453251,1e-06
0.37132266579463064,0.041937511049975174,0.0006050870049574198,3.342835887206869e-05,11.148587535107822,1e-06
0.31694122282237125,0.26184174837939217,0.0005967171413116638,9.323271733594157e-05,12.023772818716727,1e-06
0.36283166237856135,0.38064545418075846,0.000532980545342012,9.170342672531716e-05,9.316483852435555,1e-06
0.12249380133828183,0.3060536113607957,0.0005069757864877985,9.541146886188549e-05,12.659860345984185,0.9429629780352116
0.44949104788781175,0.31795178029424204,0.0007783265940975782,4.510069427271216e-05,12.750880596235397,1e-06
0.27378300232411,0.45456708481909774,0.0008021552414599867,9.268600920702455e-05,10.429953335484548,1e-06
0.09349872000662289,0.07063816933102592,0.0009816312642203558,2.215712422420582e-05,9.974378064617774,1e-06
0.46502570138448684,0.4070154261619516,0.000510762402637099,1.1351708266791015e-05,10.528310828384484,1e-06
0.0728784855092401,0.3985555322207594,0.0006660317871834185,4.1026298741496415e-05,8.880981277875277,0.9408786334097385
0.4318393525176851,0.4154725337882665,0.00079100708997354,9.148530868377843e-05,12.700537411666836,1e-06
0.059575684191323225,0.2474210185597649,0.000528706109831578,7.907603318476508e-05,12.54149788040526,0.9649749919772148
0.060351830340101054,0.1984932253058464,0.0005,7.396781019196521e-05,8.378659930675436,0.9522265642881393
0.01,0.4884107328709784,0.0005,1e-05,8.921112311120314,0.97181580029428
0.01,0.36447561821895336,0.0005,0.0001,12.632080101084775,0.9693533461540937
0.37090029281133896,0.2883347128570078,0.0007494778868768828,5.387652460066359e-05,8.995405572898271,1e-06
0.028280704084962287,0.09862207563092487,0.0007654418223391912,2.0397288413317593e-05,12.467491790197878,0.9563337191939354
0.01,0.33829270069501,0.0005,1e-05,8.96592998729997,0.9556283429265022
0.01,0.1512404151146851,0.001,1e-05,12.691189456623414,0.9653119407594204
0.01,0.01,0.0005,8.329704958411798e-05,10.62595691808227,0.968117494136095
